epoch,total_loss,audio_recon_loss,video_recon_loss,text_recon_loss,audio_embedding_loss,video_embedding_loss,text_embedding_loss,cpc_loss,cmcm_loss,video_sentiment_loss,audio_sentiment_loss,text_sentiment_loss,combined_sentiment_loss
64,33.72368004907261,0.000541145378019806,0.00010391247040545224,0.0001756532886964417,0.06704568049648933,0.08701171861310987,0.2682501228045016,22.66594676515811,5.501210058075318,1.4443463742943867,1.4834961655165566,1.102451138549278,1.1031013144277564
65,33.70401327008842,0.0005129068962733478,0.00010093488625553423,0.00017418288090723837,0.06839349199010587,0.08737863052877894,0.2814573902527433,22.64247502998274,5.493224317573544,1.4414939166811978,1.4856978801356302,1.1013499332808996,1.101754654999347
66,33.67095596290595,0.0005194647965089412,9.803884930555405e-05,0.00016953375109399384,0.06893689652122295,0.08742814650678608,0.29587282334817716,22.620383742914942,5.491294988196646,1.4416820216608839,1.483057959586068,1.091210360099773,1.0903019866745094
67,33.657209353059145,0.0005024317435080047,9.470975282637523e-05,0.0001655119490291364,0.07028163841137341,0.08713679058097458,0.28681651845780065,22.622326324231242,5.493313492024159,1.4391494044012973,1.4834133054157306,1.0885879744167153,1.0854212516744879
68,33.61436445579159,0.0005154630965619704,9.301336229834849e-05,0.00016412857114627682,0.06851400196743393,0.08703956232745698,0.29031474218150083,22.59181914788642,5.493105279824891,1.4418577079641757,1.483700383907933,1.0792612623582025,1.0779797623435865
69,33.57949068929064,0.0005102329191886247,8.935600972296934e-05,0.00016361907010872034,0.06911157544522417,0.08624983543792838,0.29383866224809657,22.572139462260445,5.488967105178703,1.4382559477068193,1.483746357216933,1.0724932402335041,1.0739252955639604
70,33.63438512832782,0.00047162863953114265,8.675936171577753e-05,0.000161864517068337,0.07493051570628312,0.08704078950660035,0.3103968233175921,22.59525871538003,5.492526570361958,1.4395210797204656,1.4845772444439749,1.0706314407431037,1.0787816966295263
71,33.558262293035185,0.00046528906309679414,8.472355491776333e-05,0.0001587321172544398,0.07760936886671511,0.08791919753386171,0.3109161531538137,22.547244169328724,5.482306671986635,1.4392194573055583,1.4834687578486832,1.0644949432622008,1.0643748290137123
72,33.51279201629464,0.00047213883062221086,8.218595977405514e-05,0.00015967214661749576,0.07661617640445448,0.08873034816391395,0.28399159773266636,22.551499107093672,5.4771039850608965,1.436941782115027,1.483745585175759,1.0571672157134722,1.0562822218977417
73,33.48020086292632,0.0005086274643140324,8.006323290611685e-05,0.00015827403131999312,0.07551252949158435,0.09007423423589826,0.3002746111241426,22.524995602942074,5.480701480523655,1.4388130262838201,1.4840085323198904,1.0403687536284427,1.0447051276482804
74,33.43182992065556,0.0004546052036748096,7.757505083844004e-05,0.00015787609764650106,0.07470145622345609,0.09130272340227527,0.3104410105166101,22.49330822816938,5.4768790360445125,1.4361730743602477,1.482581279738077,1.0300737184528368,1.0356793373960573
75,33.44895911621694,0.00048443113175631686,7.604917258790182e-05,0.00015300339857991945,0.07474524571077724,0.09233464066792176,0.32075129843766503,22.498122170407328,5.47569461337068,1.434399397645744,1.4812656690342818,1.0342679635420389,1.0366646336975913
76,33.424221635830065,0.0004266900614097188,7.458095079791696e-05,0.00015189423747649135,0.07420943972468254,0.09339293713927858,0.32595357042632667,22.473426873545677,5.470699902173698,1.434612674600871,1.4821738888441969,1.031681868895621,1.0374173152300417
77,33.403353316453185,0.00046041206578587707,7.09058142974268e-05,0.00014877998337230598,0.07365503018204182,0.09359278589147106,0.3284160995884055,22.457584549276564,5.469725137374043,1.4359437316303096,1.4839462305932112,1.021862607800914,1.0379470462527944
78,33.36204540020929,0.0004321028111741045,6.93081077873319e-05,0.00014769779985421324,0.07881165513785532,0.09415743069986877,0.31932231927424815,22.44876227150093,5.461183366528625,1.4337447189387933,1.4808560110338498,1.0174478708640202,1.0271106475123037
79,33.32930542470135,0.0004384656939777914,6.864412117955275e-05,0.00014390586631645046,0.07619942413591954,0.09519577562929844,0.3250549753107802,22.4362739604671,5.459463753472647,1.4342526444630475,1.4809885217991645,1.0104409542939818,1.0107843994479533
80,33.26345533979522,0.00042588567565802376,6.576260791801013e-05,0.00014515356496300408,0.07716263960087744,0.09433352364561501,0.3339031728622329,22.39152601763859,5.449346406901739,1.434608995936983,1.480019086382982,0.9966863001257593,1.0052323948518955
81,33.28114516280127,0.00039909421184333667,6.431857867909743e-05,0.00014250550832428275,0.07922904008855518,0.09530654895885617,0.33157536720882574,22.413625572515024,5.450221325366124,1.4323106173221687,1.4823295785337702,0.9934447809825986,1.0024964135265133
82,33.26548415702929,0.00042217794957348726,6.259010930545912e-05,0.00014182407569201969,0.07718494965452292,0.09654011697093497,0.3385897714608332,22.39183459318314,5.438750944832795,1.4308467871145745,1.4829651769072303,0.9973284921706357,1.0108167326000579
83,33.18614589708768,0.00040783863948495847,6.116566800164982e-05,0.0001408616548288824,0.07611488240628098,0.09501246539037818,0.3389373079923199,22.347033846241384,5.431524817493152,1.4310635999776227,1.4810408631727017,0.9853535540346634,0.9994546944168582
84,33.16125397189799,0.00041922677947359225,5.9077432570539085e-05,0.00013999412874631645,0.07474765966364716,0.09530294091763744,0.344014117515004,22.353998914523192,5.428534708117859,1.4306245543914307,1.4800860728757612,0.9735805406359019,0.979746164916773
85,33.11162012460022,0.000431383377593864,5.8277382505682474e-05,0.00014026077730118207,0.073965964831852,0.09677948159848254,0.3456561617801957,22.321809234890356,5.426302045448276,1.4315010102914905,1.478552940312012,0.9652712162442569,0.9711521476659283
86,33.092334763249546,0.00038320802887556726,5.670817018796242e-05,0.00013820514424188785,0.07421328196945431,0.09721114200966352,0.34522669328455147,22.290932633493846,5.423094226470702,1.4296775526468566,1.4800008974769272,0.9704713296759765,0.9809288848782636
87,33.08313589823113,0.00038282651184602846,5.447899569298908e-05,0.00014017455623899016,0.07484032741398089,0.09942364034278037,0.35400732491960335,22.29307293220883,5.419632038587347,1.4310552620434531,1.4804083708077467,0.9565487506891055,0.973569771154502
88,33.07976392829119,0.00037724434040136096,5.400884507108193e-05,0.00013752910866128917,0.07541075847511604,0.10035497818419496,0.35863984071429034,22.267238778511988,5.415666194173755,1.4285053570070299,1.4789295040392518,0.9722006835695044,0.9822490513219294
89,33.07934788303015,0.00038755597283435744,5.2852962231066203e-05,0.00013542470966188073,0.07547510432873444,0.10090433946044076,0.3733731319491822,22.277483591337642,5.415687908589719,1.4299281266003743,1.4811151904073145,0.9549646461701206,0.9698400105418883
90,33.034457676008394,0.00036926402904459047,5.113223301300459e-05,0.00013223194929954396,0.07606506021781165,0.10232766077509463,0.36887014889004066,22.25659274714804,5.423324053651405,1.4281205131374062,1.4785591364249333,0.9465393476858699,0.9535063798664146
91,32.98208630456389,0.00038372208727850465,4.9909399467333946e-05,0.00013107390584952665,0.07823949983357369,0.10333784323631838,0.3705301597744187,22.221659513409488,5.409926394770409,1.4253702028235198,1.4782439292896448,0.9401947282854847,0.9540193277484044
92,32.969347925652734,0.0003551424386414768,4.806753235601708e-05,0.00013031911491749422,0.07831518931341157,0.1045677358728286,0.3889426953479063,22.207698358883,5.407588752341829,1.424900837771575,1.4787748880930585,0.9337473665773993,0.9442785723658231
93,32.9682338605181,0.0004034554357487317,4.788731209453096e-05,0.00012828055348805108,0.07960690873907154,0.10646278045929652,0.38469567712681946,22.206013578604654,5.409046509044188,1.4251437225751076,1.4789942009852293,0.9313789311668634,0.9463119285155593
94,32.95298456821969,0.00037378614179837575,4.715521237273462e-05,0.0001267034978089549,0.08262601979134783,0.10681521004264637,0.40361141258974775,22.194588469617216,5.403961898789152,1.42427560920293,1.4801838052007243,0.9195803917121601,0.9367941064217811
95,32.90849497574106,0.0003433087041187334,4.511922193723769e-05,0.00012830490629169754,0.08009711593476654,0.10841326065901004,0.4221257000223918,22.154863360830415,5.404811509671992,1.4239408440746026,1.478585504388255,0.9134046166283701,0.9217363306989255
96,32.85492531981507,0.00037627290352490266,4.409216756912675e-05,0.00012532857681039986,0.08176459782040074,0.1083817398014748,0.4056728951320735,22.136525076014276,5.397931066382502,1.4238658226344203,1.4783842280074402,0.9063012023945797,0.9155529979800086
97,32.86006706503914,0.0003727338915423082,4.336344530731688e-05,0.00012429267641575421,0.084036647000757,0.10994789703407343,0.4194947574523213,22.117290397832768,5.3987065086151445,1.423260474590942,1.4779368654466112,0.9018545194545489,0.9269986075987248
98,32.85044323802224,0.000355350007581932,4.219660711036503e-05,0.00012248338401964497,0.08670257785810374,0.1139616600248257,0.415480881152453,22.11957774392739,5.401299325675093,1.4222498992899308,1.4774470829225432,0.895358534246228,0.9178455029269429
99,32.85616133233253,0.0003338546375509342,4.172943301897922e-05,0.00012363591389242753,0.08815652721398569,0.11617144091407024,0.4220100421923978,22.100966688200455,5.401257324577994,1.4207364547788837,1.4786319067642926,0.9039165168636898,0.9238152108423063
